recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;huh_name;geo_col;wiki_url;colnum;orig_bc;orig_recby;orig_detby
Wang, CT;385;nan;<NA>;17/01/1928 - 17/01/1928;Guangdong(广东);Yunfou, Kwangtung;P00248174;Chine;Uvaria;cordata;0;0;0;0;;;17;1;1928;;;;0;0;0;112.0396246;22.9173703;0;0;0;0;0;385;P00248174;Wang, C.T.;<NA>
Weiss;5111;nan;<NA>;01/01/1873 - 31/12/1873;Hong Kong(香港);Happy Valley, ins. Hong-Kong;P00248175;Chine;Uvaria;cordata;0;0;0;0;;;1;1;1873;;;;0;0;0;114.1906285;22.2619181;0;0;0;0;0;5111;P00248175;Weiss;<NA>
Wright, C;;nan;<NA>;01/01/1853 - 31/12/1856;Hong Kong(香港);Hong Kong;P00248176;Chine;Uvaria;cordata;0;0;0;0;<NA>;<NA>;1;1;1853;;;;0;0;0;114.1628;22.2793;0;0;0;0;0;nan;P00248176;Wright, C.;<NA>
Chatterjee, AC;;nan;<NA>;01/05/1902 - 31/05/1902;Assam;Assam. Goalpara;P00248177;Inde;Uvaria;hamiltonii;0;0;0;0;<NA>;<NA>;1;5;1902;;;;0;0;0;90.624;26.176;0;0;0;0;0;nan;P00248177;Chatterjee, A.C.;<NA>
Hooker, JD;;Hooker, JD;<NA>;<NA>;Sikkim;Ind. Or. Sikkim. Regio Trop. Alt. 4000 ped.;P00248178;Inde;Uvaria;hamiltonii;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P00248178;Hooker, J.D.;Hooker, J.D.
Pierre, L;3305;Pierre, L;<NA>;01/05/1863 - 31/05/1863;Sikkim;Hab. Sikkim. Cult. in h. b. Calcutt.;P00248179;Inde;Uvaria;hamiltonii;0;0;0;0;;;1;5;1863;;;;0;0;0;88.45;27.6;0;0;0;0;0;3305;P00248179;Pierre, L.;Pierre, L.
Pierre, L;3305;Pierre, L;<NA>;01/05/1863 - 31/05/1863;Sikkim;Sikkim. Cult. in h. b. Calcutt.;P00248180;Inde;Uvaria;hamiltonii;0;0;0;0;;;1;5;1863;;;;0;0;0;88.45;27.6;0;0;0;0;0;3305;P00248180;Pierre, L.;Pierre, L.
Zollinger;1003;nan;<NA>;<NA>;;Planta Javanica;P00260037;Indonésie;Uvaria;hirsuta;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1003;P00260037;Zollinger;<NA>
Theo;1211;Kessler, P;01/05/2004 - 31/05/2004;21/09/1988 - 21/09/1988;Johor;Malaysia. Mersing;P00268461;Malaisie;Pseuduvaria;sessilicarpa;0;0;0;0;;;21;9;1988;1;5;2004;0;0;0;103.835494;2.4298532;0;0;0;0;0;1211;P00268461;Theo;Kessler, P.
Theo;1211;Kessler, P;01/05/2004 - 31/05/2004;21/09/1988 - 21/09/1988;Johor;Malaysia. Mersing;P00268462;Malaisie;Pseuduvaria;sessilicarpa;0;0;0;0;;;21;9;1988;1;5;2004;0;0;0;103.835494;2.4298532;0;0;0;0;0;1211;P00268462;Theo;Kessler, P.
King;2259;Kessler, P;03/09/1985 - 03/09/1985;01/08/1881 - 31/08/1881;Perak;Malay Peninsula. Larut, Perak. alt. 1500 - 2000 ft;P00268463;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;1;8;1881;3;9;1985;0;0;0;100.792;4.862;0;0;0;0;0;2259;P00268463;King;Kessler, P.
Theo;1180;Boichard, T et;<NA>;28/07/1988 - 28/07/1988;Terengganu;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;P00268464;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;28;7;1988;;;;0;0;0;102.863;5.2085;0;0;0;0;0;1180;P00268464;Theo;Theo et Boichard
Theo;1180;Boichard, T et;<NA>;28/07/1988 - 28/07/1988;Terengganu;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;P00268465;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;28;7;1988;;;;0;0;0;102.863;5.2085;0;0;0;0;0;1180;P00268465;Theo;Theo et Boichard
Theo;1180;Boichard, T et;<NA>;28/07/1988 - 28/07/1988;Terengganu;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;P00268466;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;28;7;1988;;;;0;0;0;102.863;5.2085;0;0;0;0;0;1180;P00268466;Theo;Theo et Boichard
David, B;3;Su, YCF;01/01/2002 - 31/12/2002;29/10/1985 - 29/10/1985;Selangor;Malaya. Uluh Gombak, Selangor;P00268467;Malaisie;Pseuduvaria;cymosa;0;0;0;0;;;29;10;1985;1;1;2002;0;0;0;101.794;3.197;0;0;0;0;0;3;P00268467;David, B.;Su, Y.C.F.
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268468;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;0;0;0;113;P00268468;David, B.;Su, Y.C.F.
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268469;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;0;0;0;113;P00268469;David, B.;Su, Y.C.F.
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268470;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;0;0;0;113;P00268470;David, B.;Su, Y.C.F.
David, B;113;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268471;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;0;0;0;113;P00268471;David, B.;Su, Y.C.F.
David, B;120;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P00268472;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;22;4;1986;;;;0;0;0;101.725;3.43;0;0;0;0;0;120;P00268472;David, B.;David, B.
David, B;120;David, B;<NA>;01/04/1986 - 30/04/1986;Selangor;Malaya. Route Genting, Selangor;P00268473;Malaisie;Pseuduvaria;macrophylla;0;0;0;0;;;1;4;1986;;;;0;0;0;101.725;3.43;0;0;0;0;0;120;P00268473;David, B.;David, B.
Poilane, E;6373;Su, YCF;01/12/2001 - 31/12/2001;16/05/1923 - 16/05/1923;Khánh Hòa;Annam : Nord de Ninhhoa pr. Nhatrang. Versant Sud-est du massif de la Mère et l'Enfant. 550 m alt.;P00268475;Viet Nam;Pseuduvaria;parviflora;0;0;0;0;;;16;5;1923;1;12;2001;0;0;0;109.005;12.655;0;0;0;0;0;6373;P00268475;Poilane, E.;Su, Y.C.F.
Poilane, E;6655;nan;<NA>;24/05/1923 - 24/05/1923;Khánh Hòa;Annam : massif de la Mère et l'Enfant p. Nhatrang. Forêt 500 M alt. Versant sud-est du massif de la Mère et l'Enfant.;P00268476;Viet Nam;Mitrephora;parviflora;0;0;0;0;;;24;5;1923;;;;0;0;0;109.005;12.655;0;0;0;0;0;6655;P00268476;Poilane, E.;<NA>
Poilane, E;6655;Su, YCF;01/12/2001 - 31/12/2001;24/05/1923 - 24/05/1923;Khánh Hòa;Annam : massif de la Mère et l'Enfant p. Nhatrang. Forêt 500 M alt. Versant sud-est du massif de la Mère et l'Enfant.;P00268477;Viet Nam;Mitrephora;parviflora;0;0;0;0;;;24;5;1923;1;12;2001;0;0;0;109.005;12.655;0;0;0;0;0;6655;P00268477;Poilane, E.;Su, Y.C.F.
Poilane;8351;Su, YCF;01/12/2001 - 31/12/2001;21/10/1923 - 21/10/1923;Khánh Hòa;Annam : Km 25 route de Nhatrang à Ninh-Hoa. 600 m. alt.;P00268478;Viet Nam;Pseuduvaria;parviflora;0;0;0;0;;;21;10;1923;1;12;2001;0;0;0;109.142;12.42;0;0;0;0;0;8351;P00268478;Poilane;Su, Y.C.F.
Prain;;nan;<NA>;01/04/1891 - 30/04/1891;Andaman and Nicobar Islands;Rangachang. Andamans.;P00268479;Inde;Mitrephora;prainii;0;0;0;0;<NA>;<NA>;1;4;1891;;;;0;0;0;92.735;11.5844;0;0;0;0;0;nan;P00268479;Prain;<NA>
King;;Kessler, P;03/09/1985 - 03/09/1985;17/06/1893 - 17/06/1893;Andaman and Nicobar Islands;Manglutan. Hill jungle. S. Andaman.;P00268480;Inde;Mitrephora;prainii;0;0;0;0;<NA>;<NA>;17;6;1893;3;9;1985;0;0;0;92.65;11.58335;0;0;0;0;0;nan;P00268480;King;Kessler, P.
King;;King;<NA>;17/06/1893 - 17/06/1893;Andaman and Nicobar Islands;Manglutan. S. Andaman.;P00268481;Inde;Mitrephora;prainii;0;0;0;0;<NA>;<NA>;17;6;1893;;;;0;0;0;92.65;11.58335;0;0;0;0;0;nan;P00268481;King;King
King;89;Kessler, P;03/09/1985 - 03/09/1985;01/01/1884 - 31/12/1884;Andaman and Nicobar Islands;Andamans;P00268482;Inde;Pseuduvaria;prainii;0;0;0;0;;;1;1;1884;3;9;1985;0;0;0;92.648;11.7;0;0;0;0;0;89;P00268482;King;Kessler, P.
David, B;111;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268483;Malaisie;Pseuduvaria;reticulata;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;0;0;0;111;P00268483;David, B.;Su, Y.C.F.
David, B;111;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268484;Malaisie;Pseuduvaria;reticulata;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;0;0;0;111;P00268484;David, B.;Su, Y.C.F.
David, B;111;Su, YCF;01/12/2001 - 31/12/2001;14/03/1986 - 14/03/1986;Pahang;Malaya. Jerantut, Pahang;P00268485;Malaisie;Pseuduvaria;reticulata;0;0;0;0;;;14;3;1986;1;12;2001;0;0;0;102.3719554;3.9366586;0;0;0;0;0;111;P00268485;David, B.;Su, Y.C.F.
Helfer;398;Su, YCF;01/09/2001 - 30/09/2001;01/01/1861 - 31/12/1862;;Tenasserim and Andamans.;P00268486;<NA>;Pseuduvaria;rugosa;0;0;0;0;;;1;1;1861;1;9;2001;0;0;0;;;0;0;0;0;0;398;P00268486;Helfer;Su, Y.C.F.
Geesink, R;5188;Kessler, P;04/09/1985 - 04/09/1985;05/05/1973 - 05/05/1973;Phang Nga(พังงา);Pen. Thailand. Prov.: Pangnga. Kao lak, S. of Takuapa. Alt. 0 m.;P00268487;Thaïlande;Pseuduvaria;rugosa;0;0;0;0;;;5;5;1973;4;9;1985;0;0;0;98.244;8.683;0;0;0;0;0;5188;P00268487;Geesink, R.;Kessler, P.
Larsen, K;32602;nan;<NA>;22/02/1974 - 22/02/1974;Narathiwat(นครศรีธรรมราช);Thailand. Peninsula : Naratiwat : Sungei Kolok, Nikom Waeng. Alt.: 100 m;P00268488;Thaïlande;Pseuduvaria;rugosa;0;0;0;0;;;22;2;1974;;;;0;0;0;101.83333333333333;5.833333333333333;0;0;0;0;0;32602;P00268488;Larsen, K.;<NA>
Phusomsaeng, S;104;Kessler, P;05/09/1985 - 05/09/1985;04/04/1969 - 04/04/1969;Trang(ตรัง);Thailand. Pen : Trang, Khao Chong;P00268489;Thaïlande;Pseuduvaria;rugosa;0;0;0;0;;;4;4;1969;5;9;1985;0;0;0;99.75;7.667;0;0;0;0;0;104;P00268489;Phusomsaeng, S.;Kessler, P.
Phusomsaeng, S;360;Kessler, P;05/09/1985 - 05/09/1985;12/05/1970 - 12/05/1970;Trang(ตรัง);"Thailand. Pen; Trang. Khao Chong.";P00268490;Thaïlande;Pseuduvaria;rugosa;0;0;0;0;;;12;5;1970;5;9;1985;0;0;0;99.75;7.667;0;0;0;0;0;360;P00268490;Phusomsaeng, S.;Kessler, P.
Phusomsaeng, S;429;Kessler, P;05/09/1985 - 05/09/1985;08/04/1971 - 08/04/1971;Trang(ตรัง);"Thailand. Pen; Trang, Khao chong.";P00268491;Thaïlande;Pseuduvaria;rugosa;0;0;0;0;;;8;4;1971;5;9;1985;0;0;0;99.782;7.5497;0;0;0;0;0;429;P00268491;Phusomsaeng, S.;Kessler, P.
Thorel;3233;Weerasooriya, AD;01/03/2001 - 31/03/2001;01/01/1866 - 31/12/1868;Vientiane Prefecture;Vien-tian, Laos;P00133892;Laos, République démocratique populaire;Mitrephora;tomentosa;0;0;0;0;;;1;1;1866;1;3;2001;0;0;0;102.6133707;17.9640988;0;0;0;0;0;3233;P00133892;Thorel;Weerasooriya, A.D.
Poilane;11937;nan;<NA>;11/02/1925 - 11/02/1925;Savannakhét;Laos : près de Savannakhet;P00133893;Laos, République démocratique populaire;Mitrephora;tomentosa;0;0;0;0;;;11;2;1925;;;;0;0;0;104.7509856;16.5636044;0;0;0;0;0;11937;P00133893;Poilane;<NA>
Poilane;40793;Weerasooriya, AD;01/03/2001 - 31/03/2001;22/05/1919 - 22/05/1919;Đồng Nai;Cochinchine, Gia-ray province de Bien-hoa;P00133894;Viet Nam;Mitrephora;tomentosa;0;0;0;0;;;22;5;1919;1;3;2001;0;0;0;107.402;10.926;0;0;0;0;0;40793;P00133894;Poilane;Weerasooriya, A.D.
Pierre, L;1745;Pierre, L;<NA>;01/04/1867 - 30/04/1867;Tây Ninh;in montibus Deon in prov. Tay ninh;P00133895;Viet Nam;Mitrephora;thorelii;0;0;0;0;;;1;4;1867;;;;0;0;0;106.17;11.382;0;0;0;0;0;1745;P00133895;Pierre, L.;Pierre, L.
Elmer, ADE;21211;nan;<NA>;01/10/1922 - 31/03/1923;Sabah;Tawao, Elphinstone Province, British North Borneo;P00142615;Malaisie;Tetrapetalum;borneense;0;0;0;0;;;1;10;1922;;;;0;0;0;117.885331;4.2435206;0;0;0;0;0;21211;P00142615;Elmer, A.D.E.;<NA>
Elmer, ADE;21211;nan;<NA>;01/10/1922 - 31/03/1923;Sabah;Tawao, Elphinstone Province, British North Borneo;P00142616;Malaisie;Tetrapetalum;borneense;0;0;0;0;;;1;10;1922;;;;0;0;0;117.885331;4.2435206;0;0;0;0;0;21211;P00142616;Elmer, A.D.E.;<NA>
Helfer;440;Meade, C;01/07/2000 - 31/07/2000;01/01/1861 - 31/12/1862;;Tenasserim and Andamans.;P00142617;<NA>;Uvaria;lobbiana;0;0;0;0;;;1;1;1861;1;7;2000;0;0;0;;;0;0;0;0;0;440;P00142617;Helfer;Meade, C.
Spire;255;Meade, C;01/07/2000 - 31/07/2000;<NA>;Bolikhamxai;Laos, Phonthane;P00142618;Laos, République démocratique populaire;Uvaria;tonkinensis;0;0;0;0;;;;;;1;7;2000;0;0;0;104.704535;18.232864;0;0;0;0;0;255;P00142618;Spire;Meade, C.
Bon;4046;Meade, C;01/07/2000 - 31/07/2000;21/10/1888 - 21/10/1888;Ninh Bình;Lang Hé, in monte Den, Tonkin;P00142620;Viet Nam;Uvaria;tonkinensis;0;0;0;0;;;21;10;1888;1;7;2000;0;0;0;105.754;20.184;0;0;0;0;0;4046;P00142620;Bon;Meade, C.
King;8131;Utteridge, TMA;23/08/1994 - 23/08/1994;01/09/1883 - 30/09/1883;Perak;Malay Peninsula. Perak. G. D. alt. 200 to 300 ft;P00142621;Malaisie;Cyathostemma;excelsum;0;0;0;0;;;1;9;1883;23;8;1994;0;0;0;101.168079;4.476786;0;0;0;0;0;8131;P00142621;King;Utteridge, T.M.A.
Wight;18;Meade, C;01/07/2000 - 01/07/2000;<NA>;;Peninsula Indiae Orientalis.;P00142624;<NA>;Uvaria;narum;0;0;0;0;;;;;;1;7;2000;0;0;0;;;0;0;0;0;0;18;P00142624;Wight;Meade, C.
Wallich;6468;Meade, C;01/07/2000 - 01/07/2000;<NA>;Sylhet;Sillet;P00142626;Bangladesh;Uvaria;argentea;0;0;0;0;;;;;;1;7;2000;0;0;0;91.8685271;24.89922;0;0;0;0;0;6468;P00142626;Wallich;Meade, C.
David, B;105;Meade, C;01/07/2000 - 31/07/2000;12/03/1986 - 12/03/1986;Pahang;Malaya. Jerantut, Pahang;P00142627;Malaisie;Uvaria;wrayi;0;0;0;0;;;12;3;1986;1;7;2000;0;0;0;102.3719554;3.9366586;0;0;0;0;0;105;P00142627;David, B.;Meade, C.
King;4207;Meade, C;01/07/2000 - 31/07/2000;01/05/1883 - 31/05/1883;Perak;Malay Peninsula. Larut, Perak. alt. within 300 ft.;P00142628;Malaisie;Uvaria;wrayi;0;0;0;0;;;1;5;1883;1;7;2000;0;0;0;100.7436053;4.853766;0;0;0;0;0;4207;P00142628;King;Meade, C.
Kurz, S;;Meade, C;01/07/2000 - 31/07/2000;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P00142629;Inde;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;;;;1;7;2000;0;0;0;92.648;11.7;0;0;0;0;0;nan;P00142629;Kurz, S.;Meade, C.
Kurz, S;;Meade, C;01/07/2000 - 31/07/2000;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P00142630;Inde;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;;;;1;7;2000;0;0;0;92.648;11.7;0;0;0;0;0;nan;P00142630;Kurz, S.;Meade, C.
Kerr;;Meade, C;01/07/2000 - 31/07/2000;04/03/1924 - 05/03/1924;Udon Thani(อุดรธานี);Siam. Pü - Udaun;P00142631;Thaïlande;Uvaria;tonkinensis;0;0;0;0;<NA>;<NA>;4;3;1924;1;7;2000;0;0;0;102.4788;17.6888;0;0;0;0;0;nan;P00142631;Kerr;Meade, C.
Kerr, AFG;21257;Utteridge, TMA;24/08/1994 - 24/08/1994;25/04/1932 - 25/04/1932;Xaisomboun;Laos. Nam Guak, Wiengchan. c. 300 m.;P00142632;Laos, République démocratique populaire;Cyathostemma;longipes;0;0;0;0;;;25;4;1932;24;8;1994;0;0;0;103.4345;18.714;0;0;0;0;0;21257;P00142632;Kerr, A.F.G.;Utteridge, T.M.A.
Lau, SK;1751;Utteridge, TMA;24/08/1994 - 24/08/1994;16/05/1933 - 16/05/1933;Hainan(海南);Hainan. Tsat Cha Ling (Ch'ang-kiang District);P00142633;Chine;Cyathostemma;longipes;0;0;0;0;;;16;5;1933;24;8;1994;0;0;0;108.988;19.279;0;0;0;0;0;1751;P00142633;Lau, S.K.;Utteridge, T.M.A.
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang.;P00142634;Malaisie;Cyathostemma;hookeri;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.256;5.406;0;0;0;0;0;nan;P00142634;Curtis, C.;<NA>
King;4047;King;<NA>;01/03/1883 - 31/03/1883;Perak;Malay Peninsula. Larut Perak. alt. 300 to 1000 ft.;P00142635;Malaisie;Cyathostemma;hookeri;0;0;0;0;;;1;3;1883;;;;0;0;0;100.792;4.862;0;0;0;0;0;4047;P00142635;King;King
Schmid, M;;Meade, C;01/07/2000 - 01/07/2000;26/07/1961 - 26/07/1961;Ninh Thuận;Suoi Dan. Sud Vietnam.;P00142636;Viet Nam;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;26;7;1961;1;7;2000;0;0;0;109.076;11.7548;0;0;0;0;0;nan;P00142636;Schmid, M.;Meade, C.
Schmid, M;;Meade, C;01/07/2000 - 01/07/2000;26/07/1961 - 26/07/1961;Khánh Hòa;Snoi Dan [Suoi Dau]. Sud-Vietnam;P00142637;Viet Nam;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;26;7;1961;1;7;2000;0;0;0;109.05794209846782;12.151585527692546;0;0;0;0;0;nan;P00142637;Schmid, M.;Meade, C.
Chevalier, A;30452;Meade, C;01/07/2000 - 31/07/2000;<NA>;Khánh Hòa;Vietnam, Khanh Hoa;P00142639;Viet Nam;Rauwenhoffia;siamensis;0;0;0;0;;;;;;1;7;2000;0;0;0;108.99;12.19;0;0;0;0;0;30452;P00142639;Chevalier, A.;Meade, C.
Chevalier, A;30452;Meade, C;01/02/2000 - 29/02/2000;04/02/1914 - 05/02/1914;Khánh Hòa;Annam : Nhatrang et environs;P00142640;Viet Nam;Rauwenhoffia;siamensis;0;0;0;0;;;4;2;1914;1;2;2000;0;0;0;109.1898675;12.2431693;0;0;0;0;0;30452;P00142640;Chevalier, A.;Meade, C.
Bon;5604;Meade, C;01/07/2000 - 31/07/2000;<NA>;;Tonkin;P00142641;Viet Nam;Uvaria;macrocarpa;0;0;0;0;;;;;;1;7;2000;0;0;0;;;0;0;0;0;0;5604;P00142641;Bon;Meade, C.
Lahaie;1772;Meade, C;01/07/2000 - 31/07/2000;01/10/1793 - 31/08/1794;East Java;Sourabava. Voyage à la recherche de la Pérouse.;P00142642;Indonésie;Uvaria;rufa;0;0;0;0;;;1;10;1793;1;7;2000;0;0;0;112.7374;-7.2455;0;0;0;0;0;1772;P00142642;Lahaie;Meade, C.
Nimanong, B;10;Meade, C;01/07/2000 - 31/07/2000;02/03/1974 - 02/03/1974;Surat Thani(สุราษฎร์ธานี);Thailand. Surat Thani;P00142643;Thaïlande;Uvaria;lobbiana;0;0;0;0;;;2;3;1974;1;7;2000;0;0;0;99.329055;9.1415643;0;0;0;0;0;10;P00142643;Nimanong, B.;Meade, C.
Perrotet;;Meade, C;26/07/1999 - 26/07/1999;01/01/1843 - 31/01/1843;Kerala;Côte Malabar près Calicut;P00142644;Inde;Uvaria;narum;0;0;0;0;<NA>;<NA>;1;1;1843;26;7;1999;0;0;0;75.7788735;11.2586082;0;0;0;0;0;nan;P00142644;Perrotet;Meade, C.
Pierre, L;3305;Pierre, L;<NA>;01/05/1869 - 31/05/1869;West Bengal;Sikkim. Cult. in hort. b. Calcutt.;P00248181;Inde;Uvaria;hamiltonii;0;0;0;0;;;1;5;1869;;;;0;0;0;88.288;22.558;0;0;0;0;0;3305;P00248181;Pierre, L.;Pierre, L.
Poilane;1745;Meade, C;19/05/1999 - 19/05/1999;17/08/1920 - 17/08/1920;Thanh Hóa;Annam : Hôi xuân pro: de Thanh hoa;P00248182;Viet Nam;Uvaria;hamiltonii;0;0;0;0;;;17;8;1920;19;5;1999;0;0;0;105.117;20.367;0;0;0;0;0;1745;P00248182;Poilane;Meade, C.
Poilane;1745;Meade, C;19/05/1999 - 19/05/1999;17/08/1920 - 17/08/1920;Thanh Hóa;Annam : Hôi xûan, pro: de Thanh hoa;P00248183;Viet Nam;Uvaria;hamiltonii;0;0;0;0;;;17;8;1920;19;5;1999;0;0;0;105.1167;20.3667;0;0;0;0;0;1745;P00248183;Poilane;Meade, C.
Poilane;1745;Meade, C;19/05/1999 - 19/05/1999;17/08/1920 - 17/08/1920;Thanh Hóa;Annam : Hôi xûan, pro: de Thanh hoa;P00248184;Viet Nam;Uvaria;hamiltonii;0;0;0;0;;;17;8;1920;19;5;1999;0;0;0;105.1167;20.3667;0;0;0;0;0;1745;P00248184;Poilane;Meade, C.
Pierre, L;;nan;<NA>;<NA>;Hong Kong(香港);Hongkong;P00248185;Chine;Uvaria;hamiltonii;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;114.163;22.279;0;0;0;0;0;nan;P00248185;Pierre, L.;<NA>
Pierre, L;;nan;<NA>;01/05/1864 - 31/05/1864;Hong Kong(香港);Hong-Kong;P00248186;Chine;Uvaria;hamiltonii;0;0;0;0;<NA>;<NA>;1;5;1864;;;;0;0;0;114.163;22.279;0;0;0;0;0;nan;P00248186;Pierre, L.;<NA>
Pierre, L;;nan;<NA>;01/05/1864 - 31/05/1864;Hong Kong(香港);Hong Kong;P00248187;Chine;Uvaria;hamiltonii;0;0;0;0;<NA>;<NA>;1;5;1864;;;;0;0;0;114.163;22.279;0;0;0;0;0;nan;P00248187;Pierre, L.;<NA>
Anderson;48;Pierre, L;<NA>;01/01/1861 - 31/12/1861;;Singapour;P00248188;Singapour;Uvaria;hirsuta;0;0;0;0;;;1;1;1861;;;;0;0;0;103.82;1.36;0;0;0;0;0;48;P00248188;Anderson;Pierre, L.
King;8350;nan;<NA>;01/12/1885 - 31/12/1885;Perak;Malay Peninsula. Perak. Gunong Booboo. alt. 1500 to 2000 ft;P00248189;Malaisie;Uvaria;hirsuta;0;0;0;0;;;1;12;1885;;;;0;0;0;100.817;4.683;0;0;0;0;0;8350;P00248189;King;<NA>
Scortechini;;nan;<NA>;<NA>;Perak;Perak;P00248190;Malaisie;Uvaria;hirsuta;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P00248190;Scortechini;<NA>
Wallich;6458 B;nan;<NA>;<NA>;Pulau Pinang;Penang;P00248191;Malaisie;Uvaria;hirsuta;0;0;0;0;;B;;;;;;;0;0;0;100.256;5.406;0;0;0;0;0;6458;P00248191;Wallich;<NA>
Griffith;436;nan;<NA>;<NA>;;Birma and Malay Penins.;P00248192;<NA>;Uvaria;javana;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;436;P00248192;Griffith;<NA>
King;10874;nan;<NA>;01/09/1886 - 30/09/1886;Selangor;Malay Peninsula. Perak. Ulu Bubong. alt. 400 to 600 ft;P00248193;Malaisie;Uvaria;javana;0;0;0;0;;;1;9;1886;;;;0;0;0;101.7167;3.5167;0;0;0;0;0;10874;P00248193;King;<NA>
Squires, RW;905;nan;<NA>;01/03/1932 - 30/04/1932;Lâm Đồng;Dalat and vicinity, southern Anam.;P00248194;Viet Nam;Uvaria;javana;0;0;0;0;;;1;3;1932;;;;0;0;0;108.4375758;11.9402416;0;0;0;0;0;905;P00248194;Squires, R.W.;<NA>
Curtis, C;841;nan;<NA>;<NA>;Pulau Pinang;Penang;P00248196;Malaisie;Uvaria;lobbiana;0;0;0;0;;;;;;;;;0;0;0;100.256;5.406;0;0;0;0;0;841;P00248196;Curtis, C.;<NA>
David, B;253;nan;<NA>;26/09/1986 - 26/09/1986;Sabah;Malaya. Lahad Datu. Sabah;P00248197;Malaisie;Uvaria;lobbiana;0;0;0;0;;;26;9;1986;;;;0;0;0;118.3276498;5.0215721;0;0;0;0;0;253;P00248197;David, B.;<NA>
David, B;253;nan;<NA>;26/09/1986 - 26/09/1986;Sabah;Malaya. Lahad Datu, Sabah;P00248198;Malaisie;Uvaria;lobbiana;0;0;0;0;;;26;9;1986;;;;0;0;0;118.3276498;5.0215721;0;0;0;0;0;253;P00248198;David, B.;<NA>
David, B;253;nan;<NA>;26/09/1986 - 26/09/1986;Sabah;Malaya. Lahad Datu, Sabah;P00248199;Malaisie;Uvaria;lobbiana;0;0;0;0;;;26;9;1986;;;;0;0;0;118.3276498;5.0215721;0;0;0;0;0;253;P00248199;David, B.;<NA>
Forbes, HO;;Meade, C;19/05/1999 - 19/05/1999;<NA>;;Malaisie;P00248200;Malaisie;Uvaria;lobbiana;0;0;0;0;<NA>;<NA>;;;;19;5;1999;0;0;0;;;0;0;0;0;0;nan;P00248200;Forbes, H.O.;Meade, C.
Griffith;434;nan;<NA>;<NA>;Melaka;Malacca;P00248201;Malaisie;Uvaria;lobbiana;0;0;0;0;;;;;;;;;0;0;0;102.2486651;2.1942647;0;0;0;0;0;434;P00248201;Griffith;<NA>
