scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check;to_check_det
Annonaceae;<NA>;ID; Bovenlais, trails near waterfall ;-3.424167;102.2625;Mark Hughes Sumatra 2011;CP163;29;6;2011;;<NA>;E;E;E00726748;0;0;0;CP;;0;;;;0;0;0;E00726748;163;;Mark Hughes Sumatra 2011;<NA>; 2011;recby_problem
Annonaceae;<NA>;ID; Simolap, Gunung Leuser National Park ;3.341667;98.227778;Mark Hughes Sumatra 2011;CP270;11;7;2011;;<NA>;E;E;E00726729;0;0;0;CP;;0;;;;0;0;0;E00726729;270;;Mark Hughes Sumatra 2011;<NA>; 2011;recby_problem
Polyalthia sumatrana (Miq.) Kurz;Maasia;ID;Foothills of Gunung Kemumu;-3.407222;102.269444;Mark Hughes Sumatra 2011;CP172;30;6;2011;;<NA>;E;E;E00715442;0;0;0;CP;;0;;;;0;0;0;E00715442;172;sumatrana;Mark Hughes Sumatra 2011;<NA>; 2011;recby_problem
Artabotrys roseus Boerl.;Artabotrys;ID;Foothills of Gunung Kemumu;-3.407222;102.269444;Mark Hughes Sumatra 2011;CP164;30;6;2011;;<NA>;E;E;E00715325;0;0;0;CP;;0;;;;0;0;0;E00715325;164;roseus;Mark Hughes Sumatra 2011;<NA>; 2011;recby_problem
Annonaceae;<NA>;ID;Base of Gunung Kemumu;-3.398056;102.293611;Mark Hughes Sumatra 2011;CP183;1;7;2011;;<NA>;E;E;E00715395;0;0;0;CP;;0;;;;0;0;0;E00715395;183;;Mark Hughes Sumatra 2011;<NA>; 2011;recby_problem
Annonaceae;<NA>;ID; Simolap, Gunung Leuser National Park ;3.350833;98.2225;Mark Hughes Sumatra 2011;CP283;12;7;2011;;<NA>;E;E;E00715432;0;0;0;CP;;0;;;;0;0;0;E00715432;283;;Mark Hughes Sumatra 2011;<NA>; 2011;recby_problem
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Kuala Kwajan, Kualakawajan;-2.02;112.55;André Joseph Guillaume Henri Kostermans;7933;25;7;1953;;<NA>;NHMUK;BOT;BM000754182;0;0;0;;;0;;;;0;0;0;BM000754182;7933;cauliflora;André Joseph Guillaume Henri Kostermans;Ian Mark Turner;André Joseph Guillaume Henri Kostermans;recby_problem
Cyathostemma micranthum (A.DC.) J.Sinclair;Uvaria;ID;Boti;-9.92;124.55;I Made Maduarta (Pung);IMM 118;;;;;<NA>;K;Herbarium;K000734810;0;0;0;IMM;;0;;;;0;0;0;K000734810;118;micrantha;I Made Maduarta (Pung);Utteridge & Moore; Maduarta (Pung);recby_problem
Trivalvaria macrophylla var. sumatrana Heusden;Trivalvaria;ID;G. Leuser Nature Res., G. Mamas, 5km SE from mouth of Lau Ketambe, 30km NW of Kutatjane;3.58;97.62;Wilde, W.J.J.O. de;14778;10;2;1975;;<NA>;K;Herbarium;K000691923;0;0;0;;;0;;;;0;0;0;K000691923;14778;macrophylla;"Wilde, W.J.J.O. de; Wilde-Duyfjes, B.E.E. de";Heuden, E.C.H.van;J.J.O. de;recby_problem
Goniothalamus miquelianus R.M.K.Saunders;Goniothalamus;ID;G. Leuser Nat. Res., Alas R. valley, nr mouth Bengkong R., 50km S Kutacane;3.0;97.83;Wilde, W.J.J.O. de;18746;16;7;1979;;<NA>;K;Herbarium;K000691895;0;0;0;;;0;;;;0;0;0;K000691895;18746;miquelianus;"Wilde, W.J.J.O. de; Wilde-Duyfjes, B.E.E. de";<NA>;J.J.O. de;recby_problem
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Harapan Rainforest, Bolian;-2.09;103.3;de Kok, Rogier;1282;3;4;2008;;<NA>;K;Herbarium;K000576264;0;0;0;;;0;;;;0;0;0;K000576264;1282;macrophylla;de Kok, Rogier;Tunner, I.M. Utteridge, T.M.A.;de Kok, Rogier;recby_problem
Orophea leuseri Kessler;Orophea;ID;Gunung Leuser Nature Reserves, Southern part, Alas river valley, near the mouth of Bengkong/Renun river, c. 50 km S. of Kutacane  Moara Stulen to Bengkong  North Sumatra;3.0;97.83;Wilde, W.J.J.O. de;18657;13;7;1979;;<NA>;K;Herbarium;K000574857;0;0;0;;;0;;;;0;0;0;K000574857;18657;leuseri;"Wilde, W.J.J.O. de; Wilde-Duyfjes, B.E.E. de";<NA>;J.J.O. de;recby_problem
Fissistigma sumatrana Irawan;Fissistigma;ID;Bt. Lawang, Bohorok, Langkat  N. Sumatra;3.5;98.2;Dransfield, Dr. J.;3401;2;3;1973;;<NA>;K;Herbarium;K000574662;0;0;0;;;0;;;;0;0;0;K000574662;3401;sumatrana;Dransfield, Dr. J.;<NA>;Dransfield, Dr. J.;recby_problem
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;Near Tanjung, PT Aya Yayang logging concession, near plot 10.;-1.7;115.483333;Kessler P.J.A.;2751;23;2;2000;;<NA>;E;E;E00313058;0;0;0;;;0;;;;0;0;0;E00313058;2751;virgata;"Kessler P.J.A.; Arifin, Zainal";<NA>;Kessler P.J.A.;recby_problem
Xylopia L.;Xylopia;ID;Cagar Alam Panua;0.466667;121.933333;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;127;19;4;2002;;<NA>;E;E;E00163167;0;0;0;;;0;;;;0;0;0;E00163167;127;;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;<NA>;, M.F., Hendrian, Sofyan, A.;recby_problem
Polyalthia Blume;Polyalthia;ID;Km 92 from Sangai, Sungai Mentaya Kab. Kotawaringin Timur.;-1.483333;112.516667;Argent, George C.G.;9412;7;2;1994;;<NA>;E;E;E00019353;0;0;0;;;0;;;;0;0;0;E00019353;9412;;Argent, George C.G. & Wilkie, Peter;<NA>;C.G.;recby_problem
Orophea celebica (Blume) Miq.;Orophea;ID;Lombongo;0.616667;122.95;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;250;30;4;2002;;<NA>;E;E;E00163202;0;0;0;;;0;;;;0;0;0;E00163202;250;celebica;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;<NA>;, M.F., Hendrian, Sofyan, A.;recby_problem
Meiogyne cylindrocarpa (Burck) Heusden;Meiogyne;ID;Km 5 from camp 48. KAb. Kotawaringin Timur.;-1.483333;112.516667;Argent, George C.G.;966;21;9;1996;;<NA>;E;E;E00176529;0;0;0;;;0;;;;0;0;0;E00176529;966;cylindrocarpa;Argent, George C.G. & Wilkie, Peter;<NA>;C.G.;recby_problem
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Berau, P.T. Inhutani I logging area, near km 24, new logging road from Trayek F to Trayek D;1.95;117.233333;Kessler, P., Arbainsyah;B1371;14;10;1998;;<NA>;E;E;E00189226;0;0;0;B;;0;;;;0;0;0;E00189226;1371;cauliflora;Kessler, P., Arbainsyah;<NA>;Arbainsyah;recby_problem
Polyalthia Blume;Polyalthia;ID;Gunung Boliohutu;0.883333;122.5;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;162;23;4;2002;;<NA>;E;E;E00163206;0;0;0;;;0;;;;0;0;0;E00163206;162;;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;<NA>;, M.F., Hendrian, Sofyan, A.;recby_problem
Enicosanthum paradoxum Becc.;Enicosanthum;ID;Berau, P.T. Inhutani I logging area, near km 36;1.883333;117.183333;Kessler, P., Arbainsyah;B1387;15;10;1998;;<NA>;E;E;E00189225;0;0;0;B;;0;;;;0;0;0;E00189225;1387;paradoxum;Kessler, P., Arbainsyah;<NA>;Arbainsyah;recby_problem
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Gunung Boliohutu;0.883333;122.5;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;227;25;4;2002;;<NA>;E;E;E00163209;0;0;0;;;0;;;;0;0;0;E00163209;227;;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;<NA>;, M.F., Hendrian, Sofyan, A.;recby_problem
Meiogyne cylindrocarpa (Burck) Heusden;Meiogyne;ID;Km 5 from camp 48. KAb. Kotawaringin Timur.;-1.483333;112.516667;Argent, George C.G.;966;21;9;1996;;<NA>;E;E;E00176528;0;0;0;;;0;;;;0;0;0;E00176528;966;cylindrocarpa;Argent, George C.G. & Wilkie, Peter;<NA>;C.G.;recby_problem
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Gunung Boliohutu;0.883333;122.5;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;227;25;4;2002;;<NA>;E;E;E00163210;0;0;0;;;0;;;;0;0;0;E00163210;227;;Mendum, M., Atkins, H.J., Newman, M.F., Hendrian, Sofyan, A.;<NA>;, M.F., Hendrian, Sofyan, A.;recby_problem
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Landah, Ngabang.;0.383333;109.95;Boschproefstation;Boschproefstation bb 6412 ;28;4;1924;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370459;0;0;0;Boschproefstation;;0;;;;0;0;0;L4370459;6412;caudata;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;Meratus 5230 area, PT. ITCI Kenangan, Balikpapan.;-1.083333;116.7;Ambriansyah;Ambriansyah AA 611 ;27;9;1992;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4407219;0;0;0;Ambriansyah;;0;;;;0;0;0;L4407219;611;sumatrana;Ambriansyah;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Sumatra, Upper Riauw, Pakanbaru, Tenajan R.;0.533333;101.45;Soepadmo, E;Soepadmo, E  112 ;19;8;1960;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370465;0;0;0;Soepadmo;;0;;;;0;0;0;L4370465;112;caudata;Soepadmo E;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Bangka G. Maras;-2.25;106.0;Kostermans, AJGH;"Kostermans, AJGH; Anta  1371 ";27;10;1949;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370464;0;0;0;Kostermans;;0;;;;0;0;0;L4370464;1371;caudata;"Kostermans AJGH; Anta";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia ngii D.M.Johnson & N.A.Murray;Xylopia;ID;East Kutei, Loa Djanan region along road Balikpapan, Samarinda;-0.5;117.15;Kostermans, AJGH;Kostermans, AJGH  10205 ;15;3;1955;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370496;0;0;0;Kostermans;;0;;;;0;0;0;L4370496;10205;ngii;Kostermans AJGH;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Bangka, Lobok-besar, G. Pading;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  1012 ";30;9;1949;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370500;0;0;0;Kostermans;;0;;;;0;0;0;L4370500;1012;heterotricha;"Kostermans AJGH; Anta";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Indonesia, Borneo, Kalimantan Barat, Bukit Raya;-0.666667;112.783333;Nooteboom, HP;Nooteboom, HP  4983 ;6;11;1983;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370458;0;0;0;Nooteboom;;0;;;;0;0;0;L4370458;4983;caudata;Nooteboom HP;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia ngii D.M.Johnson & N.A.Murray;Xylopia;ID;<NA>;0.25;110.25;Jong, W de;Jong, W de  439 ;10;8;1993;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370495;0;0;0;Jong;;0;;;;0;0;0;L4370495;439;ngii;Jong W de;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Archipel. Ind. Billiton.;-2.833333;107.916667;Rossum, HIP van;Rossum, HIP van  46 ;;;;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370543;0;0;0;Rossum;;0;;;;0;0;0;L4370543;46;heterotricha;Rossum HIP van;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Riouw en Ond Lingga;-0.2;104.616667;Boschproefstation;Boschproefstation bb 17174 ;14;11;1932;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370463;0;0;0;Boschproefstation;;0;;;;0;0;0;L4370463;17174;caudata;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Bangka, Lobok Besar;-2.6;106.55;Andong;"Andong; Kostermans, AJGH bb 34048 ";14;9;1949;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370468;0;0;0;Andong;;0;;;;0;0;0;L4370468;34048;heterotricha;"Andong; Kostermans AJGH";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Bangka, Lobok Besar;-2.6;106.55;Andong;"Andong; Kostermans, AJGH bb 34048 ";14;9;1949;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370469;0;0;0;Andong;;0;;;;0;0;0;L4370469;34048;heterotricha;"Andong; Kostermans AJGH";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Bangka, G. Maras;-5.006;119.5727;Kostermans, AJGH;"Kostermans, AJGH; Anta  1312 ";26;10;1949;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370462;0;0;0;Kostermans;;0;;;;0;0;0;L4370462;1312;caudata;"Kostermans AJGH; Anta";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia ngii D.M.Johnson & N.A.Murray;Xylopia;ID;Wester afd. v. Borneo, Melawi, B. Oeloe, Bora-sepan;0.083333;111.483333;Boschproefstation;Boschproefstation bb 29037 ;23;7;1939;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370492;0;0;0;Boschproefstation;;0;;;;0;0;0;L4370492;29037;ngii;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;"Climbing Gunung Bandahara; c. 6km NE of kampung Seldok (Alas Valley), c. 25 km N of Kutatjane.";4.410556;97.670833;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  15599 ";20;3;1975;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370456;0;0;0;Wilde;;0;;;;0;0;0;L4370456;15599;sumatrana;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;Borneo, Sanggouw;1.133333;109.6;Hallier, JG;Hallier, JG  881 ;1;1;1893;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370519;0;0;0;Hallier;;0;;;;0;0;0;L4370519;881;sumatrana;Hallier JG;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Archipel. Ind. Billiton.;-2.833333;107.916667;Rossum, HIP van;Rossum, HIP van  46 ;;;;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370534;0;0;0;Rossum;;0;;;;0;0;0;L4370534;46;heterotricha;Rossum HIP van;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Sumatra, Palembang, Rawas;-2.7;103.4;Dumas, JM;Dumas, JM  1527 ;27;4;1917;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370538;0;0;0;Dumas;;0;;;;0;0;0;L4370538;1527;heterotricha;Dumas JM;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Borneo, Kalteng. Samba. 1994-1995 cutting blocks of PT Handiyani.;-0.716667;112.833333;Jarvie, JK;"Jarvie, JK; Ruskandi, A  5229 ";24;1;1995;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370523;0;0;0;Jarvie;;0;;;;0;0;0;L4370523;5229;heterotricha;"Jarvie JK; Ruskandi A";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Archipel. Ind. Sumatra Res. Palembang ond. afd. Lematang Ilir.;-3.75;103.75;Unknown;Unknown F 971 ;8;9;1924;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370539;0;0;0;Unknown;;0;;;;0;0;0;L4370539;971;heterotricha;Unknown;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;"Climbing Gunung Bandahara; c. 6km NE of kampung Seldok (Alas Valley), c. 25 km N of Kutatjane.";4.410556;97.670833;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  15599 ";20;3;1975;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370455;0;0;0;Wilde;;0;;;;0;0;0;L4370455;15599;sumatrana;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;Sumatra eil: Simaloer;2.583333;96.083333;Achmad;Achmad  619 ;13;9;1918;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L.4370448;0;0;0;Achmad;;0;;;;0;0;0;L4370448;619;sumatrana;Achmad;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Riouw en Ond Lingga;-0.2;104.616667;Boschproefstation;Boschproefstation bb 17174 ;14;11;1932;"Johnson DM; Murray NA";<NA>;<NA>;Botany;L  0971656;0;0;0;Boschproefstation;;0;;;;0;0;0;L0971656;17174;caudata;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Sumatra Palembang Lematang Ilir.;-3.75;103.75;Endert, FH;Endert, FH E 904 ;25;5;1923;Bakhuizen van den Brink Jr RC;<NA>;<NA>;Botany;L  0964043;0;0;0;Endert;;0;;;;0;0;0;L0964043;904;odorata;Endert FH;Bakhuizen van den Brink Jr RC;detby_problem;Bakhuizen van den Brink Jr RC
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Bajoeng lintjir (Palembang).;-2.05;103.683333;Boschproefstation;Boschproefstation E 341 ;;;;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1971010;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971010;341;fusca;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Lematang Ilir.;-3.75;103.75;Boschproefstation;Boschproefstation J 971 ;;;;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1964999;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1964999;971;heterotricha;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Koeboe.;-0.483333;109.383333;Boschproefstation;Boschproefstation bb 12610 ;26;6;1928;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1971005;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971005;12610;fusca;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Sumatra, Upper Riauw, Pakanbaru, Tenajan R.;0.533333;101.45;Soepadmo, E;Soepadmo, E  112 ;19;8;1960;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1970357;0;0;0;Soepadmo;;0;;;;0;0;0;WAG1970357;112;caudata;Soepadmo E;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Bajoeng lintjir (Palembang).;-2.05;103.683333;Boschproefstation;Boschproefstation E 341 ;;;;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1971007;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971007;341;fusca;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ID;Central Halmahera. Weda Bay. Gwomdi.;0.483583;127.971528;Haris, I;"Haris, I; Mahroji, R; Fabanyo, B; Lasut, SA  46 ";7;1;2013;"Johnson DM; Kessler PJA";<NA>;<NA>;Botany;L.3967684;0;0;0;Haris;;0;;;;0;0;0;L3967684;46;ophthalmicus;"Haris I; Mahroji R; Fabanyo B; Lasut SA";"Johnson DM; Kessler PJA";detby_problem;"Johnson DM; Kessler PJA"
Pseuduvaria Miq.;Pseuduvaria;ID;Central Halmahera. Weda Bay. Loy Poloy.;0.519417;127.904056;Lasut, SA;"Lasut, SA; Haris, I; Fabanyo, B  40 ";16;2;2013;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.3968400;0;0;0;Lasut;;0;;;;0;0;0;L3968400;40;;"Lasut SA; Haris I; Fabanyo B";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA"
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.498139;127.905222;Gushilman, I;"Gushilman, I; Callmander, MW; Phillipson, PB; Haris, I; Lasut, SA  342 ";24;1;2013;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.3968416;0;0;0;Gushilman;;0;;;;0;0;0;L3968416;342;obtusifolia;"Gushilman I; Callmander MW; Phillipson PB; Haris I; Lasut SA";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA"
Maasia Mols, Kessler & Rogstad;Maasia;ID;Central Halmahera. Weda Bay. Ake Jira. Along trail to camp 5.;0.611611;127.921139;Andriamahefarivo, LD;"Andriamahefarivo, LD; Arifiani, D; Razakamalala, R; Fabanyo, B  132 ";18;12;2012;"Johnson DM; Kessler PJA";<NA>;<NA>;Botany;L.3967679;0;0;0;Andriamahefarivo;;0;;;;0;0;0;L3967679;132;;"Andriamahefarivo LD; Arifiani D; Razakamalala R; Fabanyo B";"Johnson DM; Kessler PJA";detby_problem;"Johnson DM; Kessler PJA"
Sageraea lanceolata Miq.;Sageraea;ID;Sumatra. Res. Palembang. Banjoeasin.;-2.916667;104.75;Dorst, LJW;Dorst, LJW 167.E.1P 862 ;31;1;1922;Beumée JGB;<NA>;<NA>;Botany;U.1081105;0;0;0;Dorst;;0;;;;0;0;0;U1081105;167;lanceolata;Dorst LJW;Beumée JGB;detby_problem;Beumée JGB
Mezzettia parviflora Becc.;Mezzettia;ID;Central Halmahera. Weda Bay. Ake Sake, Lajino.;0.488639;127.982;Gushilman, I;"Gushilman, I; Haris, I; Loha, D  78 ";18;10;2012;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.4308199;0;0;0;Gushilman;;0;;;;0;0;0;L4308199;78;parviflora;"Gushilman I; Haris I; Loha D";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA"
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Km 3 to Bukit Limber. Weda Bay.;0.488167;128.027861;Mahroji, R;"Mahroji, R; Fabanyo, B; Soleman, M  95 ";1;11;2012;"Johnson DM; Kessler PJA";<NA>;<NA>;Botany;L.3967702;0;0;0;Mahroji;;0;;;;0;0;0;L3967702;95;;"Mahroji R; Fabanyo B; Soleman M";"Johnson DM; Kessler PJA";detby_problem;"Johnson DM; Kessler PJA"
Xylopia L.;Xylopia;ID;East Halmahera. Kao Rahai. Camp Central 7. Weda Bay.;0.691194;128.001917;Mahroji, R;"Mahroji, R; Haris, I; Loha, D  388 ";17;11;2013;Arias Guerrero S;<NA>;<NA>;Botany;L.3967675;0;0;0;Mahroji;;0;;;;0;0;0;L3967675;388;;"Mahroji R; Haris I; Loha D";Arias Guerrero S;detby_problem; S
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.658556;127.973806;Merello, MC;"Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B  3510 ";7;12;2012;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.3967703;0;0;0;Merello;;0;;;;0;0;0;L3967703;3510;;"Merello MC; Gushilman I; Haris I; Loha D; Eser B";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA"
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.665556;127.973111;Bangun, TJF;"Bangun, TJF; Andriamahefarivo, LD; Razakamalala, R; Lasut, SA; Yani, A  257 ";6;12;2012;"Johnson DM; Rachman IA";<NA>;<NA>;Botany;L.3967680;0;0;0;Bangun;;0;;;;0;0;0;L3967680;257;;"Bangun TJF; Andriamahefarivo LD; Razakamalala R; Lasut SA; Yani A";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA"
Meiogyne cylindrocarpa (Burck) Heusden;Meiogyne;ID;Central Halmahera. Weda Bay. Loy Poloy.;0.5195;127.907139;Lasut, SA;"Lasut, SA; Haris, I; Fabanyo, B  49 ";16;2;2013;"Johnson DM; Kessler PJA";<NA>;<NA>;Botany;L.3967685;0;0;0;Lasut;;0;;;;0;0;0;L3967685;49;cylindrocarpa;"Lasut SA; Haris I; Fabanyo B";"Johnson DM; Kessler PJA";detby_problem;"Johnson DM; Kessler PJA"
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Bajoeng lintjir (Palembang).;-2.05;103.683333;Boschproefstation;Boschproefstation E 341 ;;;;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1971009;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971009;341;fusca;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Lematang Ilir.;-3.75;103.75;Boschproefstation;Boschproefstation J 971 ;;;;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1965000;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1965000;971;heterotricha;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Koeboe.;-0.483333;109.383333;Boschproefstation;Boschproefstation bb 12610 ;26;6;1928;"Johnson DM; Murray NA";<NA>;<NA>;Botany;WAG.1971004;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971004;12610;fusca;Boschproefstation;"Johnson DM; Murray NA";detby_problem;"Johnson DM; Murray NA"
